,USDCAD Curncy,USDCAD Curncy,USDCAD Curncy,USDCAD Curncy
,high,low,open,last_price
18/05/1994,1.3785,1.373,1.3765,1.3747
19/05/1994,1.378,1.3735,1.375,1.3748
20/05/1994,1.3797,1.3719,1.374,1.3797
23/05/1994,1.3815,1.3757,1.38,1.3757
24/05/1994,1.3798,1.3757,1.376,1.3787
25/05/1994,1.384,1.377,1.3781,1.3832
26/05/1994,1.387,1.3822,1.3829,1.3869
27/05/1994,1.388,1.3847,1.387,1.387
30/05/1994,1.388,1.3843,1.388,1.3857
31/05/1994,1.3873,1.382,1.3856,1.3833
01/06/1994,1.3877,1.3827,1.3833,1.3865
02/06/1994,1.388,1.384,1.3863,1.386
03/06/1994,1.388,1.376,1.386,1.3775
06/06/1994,1.378,1.3695,1.3778,1.3702
07/06/1994,1.3745,1.3675,1.3687,1.3736
08/06/1994,1.3765,1.372,1.3765,1.3755
09/06/1994,1.3762,1.3735,1.3762,1.3745
10/06/1994,1.3755,1.3725,1.3741,1.375
13/06/1994,1.3828,1.3749,1.3749,1.3815
14/06/1994,1.3875,1.3814,1.3825,1.385
15/06/1994,1.3908,1.3832,1.3848,1.389
16/06/1994,1.395,1.3883,1.3887,1.389
17/06/1994,1.3925,1.386,1.3895,1.3908
20/06/1994,1.396,1.3895,1.392,1.3898
21/06/1994,1.3917,1.385,1.3893,1.3865
22/06/1994,1.3878,1.383,1.3865,1.3855
23/06/1994,1.3888,1.3838,1.386,1.3884
24/06/1994,1.3905,1.387,1.3895,1.3898
27/06/1994,1.392,1.3855,1.3904,1.3858
28/06/1994,1.3888,1.3845,1.3857,1.385
29/06/1994,1.3855,1.3815,1.3855,1.3828
30/06/1994,1.3845,1.3793,1.3829,1.3835
01/07/1994,1.385,1.379,1.3837,1.3823
04/07/1994,1.3875,1.3799,1.382,1.3865
05/07/1994,1.3903,1.386,1.3865,1.387
06/07/1994,1.3882,1.3839,1.387,1.3848
07/07/1994,1.3905,1.3846,1.385,1.3878
08/07/1994,1.3918,1.3869,1.388,1.3897
11/07/1994,1.392,1.386,1.39,1.3865
12/07/1994,1.3875,1.3815,1.387,1.3843
13/07/1994,1.385,1.379,1.384,1.381
14/07/1994,1.3831,1.3798,1.382,1.382
15/07/1994,1.3838,1.3765,1.3821,1.3767
18/07/1994,1.379,1.3767,1.3785,1.3783
19/07/1994,1.385,1.3761,1.378,1.3765
20/07/1994,1.3835,1.3759,1.3759,1.3815
21/07/1994,1.384,1.3758,1.3815,1.3771
22/07/1994,1.3795,1.3759,1.3782,1.3772
25/07/1994,1.3831,1.377,1.3777,1.377
26/07/1994,1.3822,1.3781,1.3782,1.3793
27/07/1994,1.3845,1.3783,1.3805,1.3803
28/07/1994,1.383,1.3795,1.382,1.3825
29/07/1994,1.39,1.3805,1.383,1.3866
01/08/1994,1.39,1.3861,1.387,1.3895
02/08/1994,1.3905,1.387,1.3895,1.3895
03/08/1994,1.39,1.3868,1.3893,1.3869
04/08/1994,1.389,1.3855,1.3872,1.3876
05/08/1994,1.3885,1.3845,1.388,1.3868
08/08/1994,1.3868,1.377,1.3868,1.3776
09/08/1994,1.3802,1.3715,1.3775,1.3725
10/08/1994,1.3772,1.372,1.3733,1.3772
11/08/1994,1.3833,1.3765,1.378,1.3818
12/08/1994,1.385,1.3795,1.382,1.3815
15/08/1994,1.3825,1.3795,1.3807,1.3807
16/08/1994,1.3828,1.3773,1.3805,1.3784
17/08/1994,1.3782,1.3735,1.3778,1.3778
18/08/1994,1.38,1.376,1.377,1.3783
19/08/1994,1.3783,1.3741,1.3777,1.3756
22/08/1994,1.3766,1.3737,1.375,1.3748
23/08/1994,1.3788,1.371,1.371,1.3766
24/08/1994,1.377,1.3708,1.3762,1.373
25/08/1994,1.376,1.369,1.369,1.3723
26/08/1994,1.373,1.3678,1.3713,1.3705
29/08/1994,1.372,1.3668,1.37,1.3669
30/08/1994,1.3704,1.364,1.364,1.3685
31/08/1994,1.3736,1.3667,1.3675,1.367
01/09/1994,1.369,1.3654,1.3673,1.3661
02/09/1994,1.3679,1.3646,1.3668,1.3657
05/09/1994,1.3703,1.363,1.363,1.3648
06/09/1994,1.3696,1.3625,1.3625,1.3677
07/09/1994,1.3699,1.3671,1.3678,1.3673
08/09/1994,1.3718,1.3668,1.3675,1.3702
09/09/1994,1.3718,1.3665,1.3705,1.3668
12/09/1994,1.3686,1.364,1.3673,1.3675
13/09/1994,1.3681,1.3478,1.3666,1.3481
14/09/1994,1.3534,1.3474,1.3482,1.3526
15/09/1994,1.3558,1.3518,1.353,1.3523
16/09/1994,1.355,1.3491,1.352,1.3503
19/09/1994,1.3528,1.35,1.3503,1.3508
20/09/1994,1.3505,1.3403,1.3497,1.3413
21/09/1994,1.3437,1.3395,1.3405,1.3416
22/09/1994,1.3444,1.341,1.341,1.3443
23/09/1994,1.346,1.3425,1.343,1.3435
26/09/1994,1.3496,1.3405,1.3405,1.3495
27/09/1994,1.3525,1.3447,1.3492,1.3448
28/09/1994,1.3449,1.3405,1.3405,1.3421
29/09/1994,1.3445,1.3418,1.3425,1.3433
30/09/1994,1.3451,1.3401,1.343,1.3436
03/10/1994,1.3469,1.3433,1.3439,1.344
04/10/1994,1.3455,1.3425,1.3439,1.3448
05/10/1994,1.35,1.3445,1.3453,1.3455
06/10/1994,1.3502,1.345,1.345,1.3473
07/10/1994,1.3497,1.3461,1.3466,1.3473
10/10/1994,1.3476,1.346,1.3465,1.346
11/10/1994,1.3446,1.3424,1.3425,1.344
12/10/1994,1.3485,1.3435,1.3438,1.3463
13/10/1994,1.3519,1.3455,1.3455,1.3508
14/10/1994,1.3548,1.3501,1.3508,1.3548
17/10/1994,1.3585,1.3527,1.3535,1.3543
18/10/1994,1.3556,1.3531,1.3543,1.3541
19/10/1994,1.3558,1.352,1.3535,1.3548
20/10/1994,1.3573,1.3536,1.3543,1.3571
21/10/1994,1.3589,1.3505,1.3573,1.3513
24/10/1994,1.3533,1.3505,1.351,1.3513
25/10/1994,1.3547,1.3482,1.351,1.3483
26/10/1994,1.3492,1.3465,1.3475,1.3481
27/10/1994,1.3499,1.3476,1.3491,1.3496
28/10/1994,1.3516,1.3484,1.349,1.3515
31/10/1994,1.3553,1.351,1.3513,1.3533
01/11/1994,1.3569,1.3518,1.353,1.3566
02/11/1994,1.3582,1.3537,1.3562,1.3558
03/11/1994,1.3598,1.354,1.3555,1.3586
04/11/1994,1.3601,1.3556,1.358,1.356
07/11/1994,1.3584,1.3545,1.3558,1.3579
08/11/1994,1.3589,1.3559,1.357,1.3565
09/11/1994,1.3572,1.3519,1.3565,1.3566
10/11/1994,1.3597,1.3554,1.356,1.3593
11/11/1994,1.3593,1.3574,1.359,1.3575
14/11/1994,1.3592,1.3548,1.3573,1.3588
15/11/1994,1.3655,1.358,1.3585,1.365
16/11/1994,1.367,1.3633,1.3665,1.3655
17/11/1994,1.3659,1.3626,1.3652,1.3652
18/11/1994,1.3686,1.3649,1.3649,1.3672
21/11/1994,1.3715,1.3655,1.3667,1.3695
22/11/1994,1.3768,1.3698,1.3712,1.3736
23/11/1994,1.3765,1.3725,1.3735,1.3743
24/11/1994,1.376,1.3724,1.3739,1.373
25/11/1994,1.3768,1.3733,1.3735,1.3758
28/11/1994,1.3789,1.3742,1.3755,1.3778
29/11/1994,1.3797,1.3765,1.3775,1.3797
30/11/1994,1.3805,1.3747,1.379,1.376
01/12/1994,1.3782,1.3738,1.3757,1.377
02/12/1994,1.3785,1.3698,1.376,1.3705
05/12/1994,1.3735,1.37,1.37,1.3728
06/12/1994,1.3743,1.3722,1.3725,1.3737
07/12/1994,1.3831,1.3746,1.375,1.3828
08/12/1994,1.3835,1.38,1.3817,1.3817
09/12/1994,1.3853,1.3815,1.3815,1.3839
12/12/1994,1.3888,1.383,1.383,1.3868
13/12/1994,1.389,1.3847,1.3867,1.3884
14/12/1994,1.3899,1.3848,1.3884,1.3885
15/12/1994,1.3887,1.3853,1.388,1.388
16/12/1994,1.393,1.3855,1.3875,1.3918
19/12/1994,1.3951,1.3903,1.3915,1.3948
20/12/1994,1.3952,1.3919,1.3945,1.3937
21/12/1994,1.3963,1.392,1.3935,1.3943
22/12/1994,1.4,1.393,1.3939,1.3988
23/12/1994,1.4008,1.3981,1.3992,1.3993
26/12/1994,1.3996,1.3987,1.3988,1.3995
27/12/1994,1.4005,1.3986,1.399,1.4003
28/12/1994,1.4061,1.399,1.4012,1.4053
29/12/1994,1.4089,1.404,1.4052,1.4066
30/12/1994,1.4071,1.4015,1.4065,1.4019
02/01/1995,1.4025,1.401,1.4013,1.4015
03/01/1995,1.4068,1.3953,1.3965,1.4052
04/01/1995,1.4074,1.399,1.4046,1.399
05/01/1995,1.4053,1.3965,1.3975,1.3997
06/01/1995,1.4029,1.398,1.399,1.4004
09/01/1995,1.409,1.398,1.4001,1.4088
10/01/1995,1.4146,1.4074,1.4088,1.4102
11/01/1995,1.4143,1.4094,1.41,1.4125
12/01/1995,1.4205,1.4106,1.412,1.418
13/01/1995,1.4195,1.4075,1.4175,1.4108
16/01/1995,1.4133,1.408,1.4095,1.4095
17/01/1995,1.4234,1.409,1.409,1.4198
18/01/1995,1.4254,1.4183,1.419,1.42
19/01/1995,1.4257,1.4175,1.4198,1.4243
20/01/1995,1.4272,1.4203,1.425,1.4235
23/01/1995,1.4229,1.418,1.422,1.4182
24/01/1995,1.4195,1.4135,1.4183,1.4151
25/01/1995,1.4196,1.4103,1.4146,1.4107
26/01/1995,1.4168,1.41,1.41,1.416
27/01/1995,1.4173,1.4127,1.4158,1.4146
30/01/1995,1.4201,1.4126,1.4138,1.4201
31/01/1995,1.4221,1.406,1.4195,1.407
01/02/1995,1.411,1.4043,1.406,1.4065
02/02/1995,1.4075,1.4032,1.406,1.4055
03/02/1995,1.4062,1.3995,1.405,1.401
06/02/1995,1.4027,1.3937,1.4005,1.3967
07/02/1995,1.3983,1.3936,1.3965,1.396
08/02/1995,1.3993,1.3936,1.3959,1.3958
09/02/1995,1.3996,1.3953,1.3953,1.3983
10/02/1995,1.4034,1.3975,1.3975,1.4016
13/02/1995,1.4042,1.3993,1.4008,1.4013
14/02/1995,1.4026,1.3972,1.4008,1.4015
15/02/1995,1.4058,1.401,1.401,1.4025
16/02/1995,1.4135,1.3997,1.4012,1.4135
17/02/1995,1.4155,1.4028,1.4127,1.4036
20/02/1995,1.407,1.403,1.4037,1.404
21/02/1995,1.4038,1.391,1.4031,1.4021
22/02/1995,1.4023,1.3948,1.4012,1.3948
23/02/1995,1.3972,1.3917,1.3947,1.3933
24/02/1995,1.3955,1.3897,1.3929,1.3897
27/02/1995,1.4009,1.386,1.39,1.3871
28/02/1995,1.3937,1.386,1.387,1.3908
01/03/1995,1.4015,1.3897,1.3898,1.4005
02/03/1995,1.4066,1.3988,1.401,1.4045
03/03/1995,1.4078,1.3988,1.403,1.4068
06/03/1995,1.4188,1.406,1.406,1.4155
07/03/1995,1.423,1.4128,1.4155,1.414
08/03/1995,1.4182,1.4061,1.409,1.4112
09/03/1995,1.416,1.4047,1.4105,1.4075
10/03/1995,1.4103,1.404,1.407,1.4073
13/03/1995,1.4152,1.406,1.407,1.415
14/03/1995,1.4179,1.4128,1.4148,1.414
15/03/1995,1.4164,1.4105,1.4132,1.4125
16/03/1995,1.4174,1.4118,1.4118,1.414
17/03/1995,1.4207,1.4105,1.413,1.4117
20/03/1995,1.413,1.4058,1.4115,1.4087
21/03/1995,1.4097,1.4005,1.4069,1.402
22/03/1995,1.4038,1.3999,1.4015,1.4025
23/03/1995,1.4087,1.4012,1.4023,1.4065
24/03/1995,1.407,1.4007,1.4065,1.4008
27/03/1995,1.4019,1.3975,1.398,1.4003
28/03/1995,1.4042,1.3984,1.3998,1.4025
29/03/1995,1.4068,1.4018,1.402,1.4025
30/03/1995,1.4047,1.3955,1.4032,1.399
31/03/1995,1.4038,1.395,1.3987,1.399
03/04/1995,1.4027,1.394,1.394,1.3993
04/04/1995,1.4002,1.3913,1.3992,1.3923
05/04/1995,1.3941,1.3893,1.3915,1.3921
06/04/1995,1.3943,1.3873,1.3913,1.3883
07/04/1995,1.392,1.386,1.3885,1.3915
10/04/1995,1.391,1.3785,1.389,1.38
11/04/1995,1.3845,1.3751,1.38,1.384
12/04/1995,1.384,1.3746,1.3833,1.3746
13/04/1995,1.3795,1.372,1.372,1.3735
14/04/1995,1.3755,1.368,1.373,1.3698
17/04/1995,1.3713,1.3643,1.3685,1.3673
18/04/1995,1.3708,1.3657,1.366,1.3705
19/04/1995,1.3744,1.3685,1.3695,1.3715
20/04/1995,1.372,1.3667,1.3705,1.3686
21/04/1995,1.372,1.365,1.365,1.372
24/04/1995,1.373,1.3635,1.3722,1.3645
25/04/1995,1.3673,1.3623,1.363,1.3647
26/04/1995,1.3652,1.361,1.3637,1.3614
27/04/1995,1.366,1.361,1.361,1.363
28/04/1995,1.3643,1.3555,1.359,1.356
01/05/1995,1.358,1.3547,1.3565,1.3555
02/05/1995,1.3584,1.3525,1.3543,1.3582
03/05/1995,1.365,1.3575,1.358,1.362
04/05/1995,1.3695,1.361,1.3635,1.3638
05/05/1995,1.364,1.3523,1.3634,1.3539
08/05/1995,1.3595,1.3535,1.354,1.3595
09/05/1995,1.3601,1.3545,1.3585,1.3585
10/05/1995,1.3616,1.3535,1.356,1.354
11/05/1995,1.3553,1.3495,1.3545,1.3495
12/05/1995,1.3567,1.3478,1.3495,1.352
15/05/1995,1.3605,1.3475,1.3475,1.359
16/05/1995,1.3629,1.354,1.3589,1.3543
17/05/1995,1.3597,1.35,1.35,1.3555
18/05/1995,1.3603,1.3528,1.3545,1.3558
19/05/1995,1.36,1.3534,1.355,1.3565
22/05/1995,1.369,1.3564,1.357,1.3675
23/05/1995,1.3705,1.363,1.363,1.364
24/05/1995,1.3663,1.3595,1.3595,1.3648
25/05/1995,1.3709,1.3605,1.3605,1.3703
26/05/1995,1.3736,1.365,1.365,1.3712
29/05/1995,1.375,1.367,1.3675,1.3695
30/05/1995,1.3726,1.364,1.364,1.3718
31/05/1995,1.373,1.3675,1.3675,1.3701
01/06/1995,1.3753,1.3655,1.3655,1.3728
02/06/1995,1.3798,1.368,1.368,1.377
05/06/1995,1.379,1.3754,1.377,1.3773
06/06/1995,1.3821,1.3762,1.3775,1.3814
07/06/1995,1.3825,1.379,1.3805,1.3792
08/06/1995,1.3797,1.3721,1.3775,1.3721
09/06/1995,1.3783,1.3724,1.3729,1.3778
12/06/1995,1.3806,1.3758,1.377,1.379
13/06/1995,1.385,1.378,1.3785,1.3827
14/06/1995,1.3839,1.3785,1.381,1.3799
15/06/1995,1.3817,1.3744,1.3802,1.3784
16/06/1995,1.383,1.3792,1.3794,1.382
19/06/1995,1.3848,1.3808,1.3826,1.3818
20/06/1995,1.3837,1.3781,1.38,1.3794
21/06/1995,1.3834,1.3755,1.38,1.3823
22/06/1995,1.3823,1.3742,1.377,1.3744
23/06/1995,1.3761,1.3726,1.3749,1.3744
26/06/1995,1.375,1.3695,1.3695,1.3728
27/06/1995,1.3758,1.3718,1.3733,1.3742
28/06/1995,1.3785,1.3743,1.3763,1.3748
29/06/1995,1.3776,1.374,1.3745,1.3765
30/06/1995,1.3776,1.3717,1.3745,1.372
03/07/1995,1.3756,1.3675,1.3675,1.3725
04/07/1995,1.374,1.3685,1.3685,1.3718
05/07/1995,1.373,1.367,1.367,1.369
06/07/1995,1.3715,1.3655,1.3675,1.3657
07/07/1995,1.3698,1.3583,1.3605,1.359
10/07/1995,1.3615,1.3477,1.3545,1.3533
11/07/1995,1.3565,1.3512,1.352,1.352
12/07/1995,1.357,1.35,1.35,1.3562
13/07/1995,1.3642,1.351,1.351,1.363
14/07/1995,1.3632,1.3558,1.358,1.358
17/07/1995,1.359,1.3549,1.3565,1.3558
18/07/1995,1.3619,1.351,1.351,1.3601
19/07/1995,1.3668,1.3596,1.3604,1.365
20/07/1995,1.3665,1.3595,1.3595,1.3623
21/07/1995,1.3648,1.358,1.358,1.36
24/07/1995,1.361,1.3555,1.3555,1.3568
25/07/1995,1.358,1.3547,1.3562,1.3561
26/07/1995,1.3594,1.3557,1.3565,1.3584
27/07/1995,1.362,1.357,1.3575,1.3603
28/07/1995,1.3671,1.3585,1.3585,1.3671
31/07/1995,1.3746,1.3634,1.365,1.365
01/08/1995,1.3695,1.3645,1.3653,1.3678
02/08/1995,1.368,1.3558,1.3655,1.356
03/08/1995,1.3598,1.356,1.3565,1.3596
04/08/1995,1.3616,1.3547,1.358,1.3585
07/08/1995,1.3616,1.3528,1.3588,1.3545
08/08/1995,1.3595,1.3535,1.3545,1.3592
09/08/1995,1.3621,1.3553,1.356,1.3595
10/08/1995,1.3605,1.356,1.3588,1.3598
11/08/1995,1.3612,1.3555,1.3585,1.361
14/08/1995,1.3642,1.3575,1.3575,1.3618
15/08/1995,1.3625,1.3548,1.359,1.3593
16/08/1995,1.3617,1.3565,1.3565,1.358
17/08/1995,1.3615,1.356,1.356,1.3607
18/08/1995,1.3607,1.3565,1.3607,1.3588
21/08/1995,1.3605,1.3575,1.3575,1.3583
22/08/1995,1.3586,1.356,1.357,1.3565
23/08/1995,1.3599,1.3557,1.3564,1.3595
24/08/1995,1.36,1.3523,1.358,1.3535
25/08/1995,1.3539,1.3438,1.352,1.3448
28/08/1995,1.3461,1.338,1.343,1.339
29/08/1995,1.3433,1.338,1.338,1.341
30/08/1995,1.3416,1.3348,1.339,1.3403
31/08/1995,1.3447,1.3383,1.3399,1.3432
01/09/1995,1.3447,1.3415,1.3415,1.344
04/09/1995,1.3451,1.342,1.342,1.3443
05/09/1995,1.3465,1.3397,1.3425,1.3415
06/09/1995,1.3415,1.3357,1.34,1.3365
07/09/1995,1.3428,1.3345,1.335,1.342
08/09/1995,1.3458,1.3362,1.34,1.3379
11/09/1995,1.3448,1.3385,1.3385,1.3445
12/09/1995,1.3486,1.342,1.3425,1.347
13/09/1995,1.3603,1.3451,1.346,1.3585
14/09/1995,1.3747,1.357,1.3592,1.3664
15/09/1995,1.3696,1.359,1.3675,1.3665
18/09/1995,1.3685,1.3593,1.3645,1.3595
19/09/1995,1.3642,1.3565,1.3575,1.3595
20/09/1995,1.3638,1.3569,1.3575,1.3569
21/09/1995,1.3598,1.351,1.3555,1.3515
22/09/1995,1.3546,1.347,1.3507,1.3503
25/09/1995,1.3501,1.3425,1.348,1.345
26/09/1995,1.3478,1.3425,1.3425,1.3455
27/09/1995,1.352,1.3445,1.3445,1.351
28/09/1995,1.3533,1.349,1.3505,1.3496
29/09/1995,1.3504,1.3412,1.348,1.3415
02/10/1995,1.3403,1.3363,1.3395,1.3381
03/10/1995,1.3386,1.3274,1.3365,1.3303
04/10/1995,1.3334,1.3278,1.329,1.333
05/10/1995,1.3375,1.332,1.333,1.336
06/10/1995,1.3398,1.3294,1.335,1.3315
09/10/1995,1.337,1.3305,1.3305,1.3348
10/10/1995,1.341,1.3345,1.3345,1.335
11/10/1995,1.3392,1.3325,1.3345,1.3358
12/10/1995,1.3416,1.335,1.3363,1.339
13/10/1995,1.3447,1.3336,1.336,1.3385
16/10/1995,1.3448,1.3348,1.337,1.3355
17/10/1995,1.3395,1.333,1.334,1.3383
18/10/1995,1.3408,1.3355,1.3355,1.3401
19/10/1995,1.342,1.3357,1.337,1.342
20/10/1995,1.3565,1.3408,1.3422,1.356
23/10/1995,1.3753,1.3531,1.3565,1.357
24/10/1995,1.3791,1.3643,1.3725,1.3675
25/10/1995,1.3713,1.3628,1.3655,1.3645
26/10/1995,1.3706,1.359,1.3628,1.3705
27/10/1995,1.3766,1.3615,1.3685,1.3635
30/10/1995,1.3703,1.348,1.3625,1.3635
31/10/1995,1.3725,1.3345,1.363,1.3443
01/11/1995,1.3533,1.3405,1.345,1.3533
02/11/1995,1.354,1.3419,1.3502,1.3419
03/11/1995,1.3483,1.3417,1.3445,1.346
06/11/1995,1.3526,1.3458,1.3467,1.352
07/11/1995,1.3593,1.351,1.3523,1.358
08/11/1995,1.359,1.352,1.3575,1.3535
09/11/1995,1.3565,1.3515,1.3536,1.352
10/11/1995,1.3545,1.35,1.3525,1.351
13/11/1995,1.352,1.3475,1.3515,1.3503
14/11/1995,1.3555,1.347,1.347,1.3525
15/11/1995,1.3592,1.3525,1.3525,1.354
16/11/1995,1.3558,1.352,1.3542,1.3542
17/11/1995,1.3573,1.3503,1.3542,1.3513
20/11/1995,1.3523,1.349,1.3522,1.3518
21/11/1995,1.3538,1.3474,1.3515,1.3533
22/11/1995,1.3563,1.349,1.3531,1.3532
23/11/1995,1.3555,1.3515,1.3533,1.3535
24/11/1995,1.356,1.3529,1.353,1.3535
27/11/1995,1.355,1.3492,1.3535,1.3533
28/11/1995,1.3576,1.352,1.3531,1.3566
29/11/1995,1.362,1.354,1.3568,1.3573
30/11/1995,1.3608,1.3545,1.3575,1.3606
01/12/1995,1.3668,1.3604,1.3607,1.3655
04/12/1995,1.3688,1.3643,1.3652,1.367
05/12/1995,1.369,1.3645,1.3669,1.3649
06/12/1995,1.367,1.3615,1.3635,1.3652
07/12/1995,1.3695,1.364,1.3654,1.369
08/12/1995,1.3778,1.3686,1.3689,1.3765
11/12/1995,1.3851,1.3735,1.3758,1.3817
12/12/1995,1.3818,1.3751,1.3818,1.3788
13/12/1995,1.379,1.3741,1.3782,1.3765
14/12/1995,1.3766,1.3733,1.3762,1.3743
15/12/1995,1.3765,1.3722,1.3737,1.3722
18/12/1995,1.3794,1.3719,1.3728,1.3788
19/12/1995,1.3796,1.3728,1.376,1.3732
20/12/1995,1.374,1.3669,1.3739,1.3675
21/12/1995,1.3676,1.3586,1.365,1.3635
22/12/1995,1.3666,1.362,1.3638,1.362
25/12/1995,1.3625,1.3625,1.3625,1.3625
26/12/1995,1.3633,1.3595,1.3625,1.3603
27/12/1995,1.3635,1.3535,1.3602,1.3577
28/12/1995,1.3623,1.3579,1.3579,1.3623
29/12/1995,1.3656,1.36,1.3622,1.3645
01/01/1996,1.365,1.3605,1.365,1.3605
02/01/1996,1.365,1.3525,1.3645,1.3548
03/01/1996,1.3558,1.3495,1.3551,1.3538
04/01/1996,1.3568,1.3516,1.3536,1.3558
05/01/1996,1.3612,1.3558,1.3574,1.3585
08/01/1996,1.3643,1.3565,1.358,1.364
09/01/1996,1.3638,1.358,1.361,1.3625
10/01/1996,1.3673,1.3616,1.3637,1.3652
11/01/1996,1.367,1.36,1.3651,1.3627
12/01/1996,1.3632,1.3611,1.3623,1.3632
15/01/1996,1.365,1.3625,1.364,1.3625
16/01/1996,1.3695,1.362,1.363,1.3689
17/01/1996,1.3704,1.3638,1.3681,1.364
18/01/1996,1.3668,1.362,1.3633,1.364
19/01/1996,1.3672,1.3615,1.3641,1.367
22/01/1996,1.3696,1.3638,1.364,1.3686
23/01/1996,1.3722,1.3671,1.3685,1.3675
24/01/1996,1.3723,1.3673,1.3675,1.3723
25/01/1996,1.3805,1.3715,1.3715,1.379
26/01/1996,1.3839,1.376,1.3782,1.3815
29/01/1996,1.383,1.375,1.3816,1.375
30/01/1996,1.38,1.3765,1.3783,1.3775
31/01/1996,1.3838,1.3713,1.3774,1.3742
01/02/1996,1.3775,1.3728,1.3745,1.373
02/02/1996,1.3765,1.3721,1.3735,1.3759
05/02/1996,1.3786,1.3735,1.3751,1.3782
06/02/1996,1.3789,1.371,1.3785,1.372
07/02/1996,1.3725,1.3653,1.3722,1.3665
08/02/1996,1.3736,1.3655,1.3668,1.3725
09/02/1996,1.3745,1.37,1.372,1.3705
12/02/1996,1.3745,1.3675,1.373,1.3716
13/02/1996,1.374,1.371,1.3715,1.3728
14/02/1996,1.3807,1.3727,1.373,1.3805
15/02/1996,1.3808,1.3776,1.3802,1.3807
16/02/1996,1.3833,1.379,1.3816,1.381
19/02/1996,1.387,1.3804,1.3822,1.3852
20/02/1996,1.3855,1.3792,1.385,1.3812
21/02/1996,1.3833,1.3765,1.3812,1.3765
22/02/1996,1.3778,1.3743,1.377,1.3745
23/02/1996,1.3778,1.3735,1.3751,1.376
26/02/1996,1.3788,1.3735,1.3764,1.3743
27/02/1996,1.3755,1.3725,1.3738,1.375
28/02/1996,1.3777,1.3738,1.3749,1.3765
29/02/1996,1.379,1.3693,1.3768,1.3693
01/03/1996,1.3714,1.3668,1.3695,1.37
04/03/1996,1.373,1.3702,1.3702,1.3718
05/03/1996,1.3732,1.3682,1.3718,1.373
06/03/1996,1.3732,1.3676,1.372,1.368
07/03/1996,1.3745,1.3645,1.3674,1.372
08/03/1996,1.375,1.3653,1.3728,1.3688
11/03/1996,1.368,1.365,1.365,1.366
12/03/1996,1.3693,1.3627,1.3658,1.3685
13/03/1996,1.3695,1.366,1.3685,1.368
14/03/1996,1.3695,1.3667,1.3675,1.3686
15/03/1996,1.3695,1.3626,1.3685,1.364
18/03/1996,1.3647,1.3575,1.3637,1.3587
19/03/1996,1.3603,1.3558,1.36,1.359
20/03/1996,1.3608,1.3585,1.3595,1.3599
21/03/1996,1.3628,1.3573,1.3599,1.3621
22/03/1996,1.3633,1.3609,1.361,1.3625
25/03/1996,1.3635,1.3588,1.3625,1.3627
26/03/1996,1.3648,1.3614,1.3627,1.362
27/03/1996,1.3652,1.3595,1.3595,1.3638
28/03/1996,1.366,1.3626,1.3638,1.3635
29/03/1996,1.3648,1.3561,1.3635,1.3595
01/04/1996,1.3578,1.3538,1.357,1.3545
02/04/1996,1.356,1.3523,1.3523,1.3552
03/04/1996,1.3588,1.3553,1.356,1.3581
04/04/1996,1.3587,1.3568,1.3575,1.3578
05/04/1996,1.3578,1.3556,1.3578,1.3568
08/04/1996,1.3584,1.3561,1.3565,1.3583
09/04/1996,1.3597,1.3543,1.358,1.3586
10/04/1996,1.36,1.3563,1.36,1.3565
11/04/1996,1.3571,1.3549,1.357,1.3568
12/04/1996,1.3571,1.3555,1.3559,1.3566
15/04/1996,1.3565,1.3549,1.3555,1.3559
16/04/1996,1.359,1.3555,1.3558,1.359
17/04/1996,1.3591,1.3555,1.3575,1.3569
18/04/1996,1.3641,1.3558,1.357,1.3635
19/04/1996,1.3653,1.3609,1.3615,1.3625
22/04/1996,1.3638,1.3599,1.3619,1.3631
23/04/1996,1.3637,1.3613,1.3636,1.362
24/04/1996,1.3683,1.356,1.362,1.365
25/04/1996,1.366,1.3622,1.3645,1.3628
26/04/1996,1.3637,1.36,1.3621,1.361
29/04/1996,1.3642,1.3607,1.361,1.3622
30/04/1996,1.3627,1.3595,1.36,1.3616
01/05/1996,1.3626,1.359,1.359,1.3609
02/05/1996,1.3631,1.3579,1.3585,1.3625
03/05/1996,1.3656,1.3619,1.3635,1.3656
06/05/1996,1.3665,1.3642,1.3642,1.3654
07/05/1996,1.3668,1.3625,1.3626,1.3643
08/05/1996,1.3691,1.362,1.362,1.366
09/05/1996,1.3679,1.3645,1.3655,1.367
10/05/1996,1.371,1.3657,1.367,1.3705
13/05/1996,1.3747,1.3645,1.373,1.3655
14/05/1996,1.3718,1.3644,1.3655,1.3687
15/05/1996,1.37,1.3666,1.3682,1.3682
16/05/1996,1.3698,1.3669,1.3679,1.3694
17/05/1996,1.3718,1.3686,1.3695,1.3693
20/05/1996,1.375,1.3693,1.37,1.3722
21/05/1996,1.373,1.3703,1.3723,1.3724
22/05/1996,1.3733,1.3715,1.372,1.3723
23/05/1996,1.3764,1.3689,1.372,1.3748
24/05/1996,1.3775,1.3734,1.3745,1.3735
27/05/1996,1.376,1.3733,1.376,1.3738
28/05/1996,1.3768,1.3724,1.3735,1.3767
29/05/1996,1.3768,1.3712,1.3755,1.3727
30/05/1996,1.3732,1.3676,1.372,1.3697
31/05/1996,1.3723,1.3688,1.3705,1.3688
03/06/1996,1.3697,1.3677,1.369,1.3686
04/06/1996,1.3697,1.368,1.3695,1.3684
