,USDJPY Curncy,USDJPY Curncy,USDJPY Curncy,USDJPY Curncy
,high,low,open,last_price
1999-06-01,121.97,120.37,121.53,120.73
1999-06-02,121.55,120.33,120.68,121.49
1999-06-03,121.99,120.97,121.57,121.5
1999-06-04,122.48,121.41,121.49,122.24
1999-06-07,122.45,120.5,122.38,120.8
1999-06-08,121.74,118.78,120.82,119.23
1999-06-09,119.63,118.58,119.18,119.12
1999-06-10,119.95,117.62,119.12,118.96
1999-06-11,119.11,117.87,118.9,117.9
1999-06-14,120.88,117.85,118.08,120.61
1999-06-15,120.82,120.18,120.63,120.43
1999-06-16,120.7,119.96,120.44,120.42
1999-06-17,120.45,119.2,120.38,119.41
1999-06-18,120.94,118.88,119.43,120.47
1999-06-21,122.55,120.6,120.69,122.38
1999-06-22,122.53,121.55,122.35,121.7
1999-06-23,122.34,121.71,121.75,121.93
1999-06-24,122.32,121.62,121.9,121.91
1999-06-25,122.07,121.16,121.92,121.47
1999-06-28,121.98,120.98,121.38,121.51
1999-06-29,121.71,120.77,121.52,121.0
1999-06-30,121.26,120.54,121.04,121.1
1999-07-01,121.39,120.61,121.18,120.78
1999-07-02,121.27,120.72,120.8,121.0
1999-07-05,122.91,120.84,121.03,122.37
1999-07-06,122.45,121.93,122.41,122.25
1999-07-07,122.3,121.9,122.06,122.27
1999-07-08,122.75,122.24,122.28,122.53
1999-07-09,122.75,122.09,122.57,122.41
1999-07-12,122.47,121.99,122.32,122.12
1999-07-13,122.24,121.15,122.2,121.24
1999-07-14,121.66,120.36,121.25,120.74
1999-07-15,121.13,120.23,120.78,120.99
1999-07-16,121.17,120.44,120.98,120.97
1999-07-19,121.06,117.6,121.04,118.25
1999-07-20,119.8,117.96,118.36,118.93
1999-07-21,119.7,118.04,118.9,118.18
1999-07-22,118.92,116.05,118.17,116.86
1999-07-23,117.44,116.15,116.87,116.64
1999-07-26,117.13,115.5,116.73,116.85
1999-07-27,117.41,116.16,116.82,116.47
1999-07-28,116.63,115.38,116.43,115.9
1999-07-29,116.15,114.9,116.07,115.43
1999-07-30,115.83,114.18,115.49,114.53
1999-08-02,114.98,113.95,114.83,114.4
1999-08-03,115.67,114.37,114.44,115.29
1999-08-04,115.36,114.1,115.34,114.33
1999-08-05,114.93,113.6,114.18,114.45
1999-08-06,114.99,114.28,114.58,114.87
1999-08-09,115.49,114.98,115.17,115.08
1999-08-10,115.44,114.45,115.09,114.83
1999-08-11,115.42,114.49,114.84,115.39
1999-08-12,116.06,115.21,115.34,115.29
1999-08-13,116.2,114.55,115.25,115.83
1999-08-16,115.91,114.57,115.77,114.59
1999-08-17,114.93,113.84,114.59,113.93
1999-08-18,114.28,111.62,113.9,111.84
1999-08-19,112.31,110.8,111.81,111.6
1999-08-20,112.17,111.12,111.58,111.29
1999-08-23,112.05,110.61,111.26,111.67
1999-08-24,112.81,110.7,111.62,110.82
1999-08-25,112.4,110.5,110.83,111.09
1999-08-26,111.91,110.8,111.11,111.57
1999-08-27,111.92,111.29,111.58,111.43
1999-08-30,111.35,110.6,111.34,110.63
1999-08-31,111.09,109.06,110.62,109.73
1999-09-01,109.81,108.65,109.72,109.14
1999-09-02,109.59,108.77,109.14,109.13
1999-09-03,110.33,109.12,109.14,110.04
1999-09-06,110.2,109.31,109.53,109.69
1999-09-07,111.38,109.4,109.67,110.77
1999-09-08,111.27,110.41,110.74,111.18
1999-09-09,111.18,107.55,111.18,108.06
1999-09-10,109.99,107.69,108.0,108.72
1999-09-13,109.17,106.13,108.91,106.65
1999-09-14,107.21,105.18,106.72,105.88
1999-09-15,106.02,103.2,105.94,104.68
1999-09-16,105.38,103.76,104.64,105.25
1999-09-17,107.32,104.77,105.25,107.16
1999-09-20,108.2,105.9,107.73,106.12
1999-09-21,107.34,103.83,106.13,104.85
1999-09-22,105.45,103.77,104.88,104.33
1999-09-23,104.54,103.52,104.29,103.73
1999-09-24,105.17,103.73,103.73,104.18
1999-09-27,106.48,103.95,105.45,105.93
1999-09-28,106.7,105.54,105.88,106.5
1999-09-29,107.22,106.11,106.53,107.09
1999-09-30,107.26,105.28,107.07,106.46
1999-10-01,106.36,104.65,106.33,105.1
1999-10-04,106.47,104.73,105.12,106.2
1999-10-05,107.19,105.89,106.15,106.41
1999-10-06,107.78,105.98,106.4,107.5
1999-10-07,107.99,107.05,107.52,107.17
1999-10-08,108.05,107.07,107.18,107.6
1999-10-11,107.48,106.58,107.37,106.89
1999-10-12,106.95,106.1,106.9,106.12
1999-10-13,107.96,105.95,106.13,106.59
1999-10-14,107.41,106.4,106.63,107.37
1999-10-15,107.63,105.23,107.35,105.5
1999-10-18,105.85,104.83,105.29,105.37
1999-10-19,105.88,105.22,105.4,105.42
1999-10-20,106.72,105.17,105.43,106.61
1999-10-21,106.54,105.79,106.4,106.05
1999-10-22,106.28,105.27,106.03,105.81
1999-10-25,106.25,105.22,105.82,105.39
1999-10-26,105.51,104.56,105.38,104.85
1999-10-27,104.9,103.71,104.81,104.34
1999-10-28,105.19,103.88,104.36,105.04
1999-10-29,105.3,103.96,105.05,104.1
1999-11-01,104.53,103.72,104.23,104.06
1999-11-02,105.08,103.81,104.08,104.06
1999-11-03,105.21,103.4,103.88,104.89
1999-11-04,105.57,104.39,104.94,104.82
1999-11-05,106.59,104.63,104.78,106.05
1999-11-08,106.38,105.12,106.19,105.17
1999-11-09,105.51,104.75,105.34,104.94
1999-11-10,105.24,104.42,104.97,104.65
1999-11-11,105.3,104.48,104.59,104.87
1999-11-12,105.39,104.54,104.88,105.3
1999-11-15,105.37,104.71,105.17,104.79
1999-11-16,106.0,104.78,104.8,105.89
1999-11-17,106.27,105.03,105.88,105.55
1999-11-18,106.02,105.55,105.52,105.94
1999-11-19,106.57,105.77,105.93,106.39
1999-11-22,106.6,104.57,106.37,104.73
1999-11-23,104.77,104.0,104.67,104.29
1999-11-24,104.8,104.1,104.28,104.73
1999-11-25,105.0,104.13,104.71,104.42
1999-11-26,104.54,101.25,104.39,101.87
1999-11-29,104.08,101.61,102.5,102.72
1999-11-30,103.1,101.35,102.74,102.16
1999-12-01,102.9,101.92,102.08,102.61
1999-12-02,102.8,102.22,102.63,102.77
1999-12-03,102.79,102.16,102.74,102.67
1999-12-06,103.5,102.05,102.61,102.96
1999-12-07,103.22,102.2,102.93,102.4
1999-12-08,103.17,102.32,102.37,102.88
1999-12-09,103.42,102.18,102.85,102.47
1999-12-10,102.74,102.15,102.48,102.25
1999-12-13,103.35,102.24,102.39,103.12
1999-12-14,103.8,102.83,103.11,103.54
1999-12-15,103.8,103.3,103.51,103.72
1999-12-16,103.68,102.55,103.67,103.1
1999-12-17,103.43,102.65,103.07,103.03
1999-12-20,103.4,102.3,103.08,102.44
1999-12-21,102.63,101.85,102.43,102.14
1999-12-22,102.79,101.4,102.14,101.64
1999-12-23,102.23,101.31,101.61,102.14
1999-12-24,103.15,101.8,102.05,102.93
1999-12-27,103.04,102.04,102.8,102.24
1999-12-28,102.73,102.05,102.43,102.51
1999-12-29,102.5,101.84,102.37,102.1
1999-12-30,102.57,102.0,102.16,102.49
1999-12-31,102.59,102.12,102.45,102.51
2000-01-03,102.17,101.4,102.14,101.45
2000-01-04,103.3,101.46,101.7,103.22
2000-01-05,104.4,102.81,103.17,104.14
2000-01-06,105.58,103.98,104.15,105.23
2000-01-07,105.92,104.98,105.24,105.34
2000-01-10,105.4,104.34,105.17,105.16
2000-01-11,106.32,105.08,105.17,105.95
2000-01-12,106.23,105.55,105.96,105.79
2000-01-13,106.25,105.44,105.76,106.17
2000-01-14,106.39,105.45,106.15,105.87
2000-01-17,105.89,104.66,105.85,104.9
2000-01-18,105.74,104.85,104.89,105.67
2000-01-19,106.08,105.16,105.64,105.32
2000-01-20,105.71,105.17,105.34,105.47
2000-01-21,105.53,104.45,105.44,104.78
2000-01-24,105.87,104.67,105.14,105.57
2000-01-25,106.04,105.51,105.56,106.04
2000-01-26,106.22,105.55,106.05,105.66
2000-01-27,105.85,104.67,105.65,105.12
2000-01-28,107.33,104.55,105.17,107.13
2000-01-31,107.55,106.61,107.03,107.32
2000-02-01,107.96,107.11,107.33,107.85
2000-02-02,109.06,107.73,107.86,108.16
2000-02-03,108.76,107.18,108.16,107.56
2000-02-04,108.07,107.12,107.55,107.19
2000-02-07,108.82,107.19,107.28,108.62
2000-02-08,109.72,108.6,108.66,109.47
2000-02-09,109.67,108.57,109.48,108.79
2000-02-10,109.29,108.33,108.8,109.27
2000-02-11,109.8,108.65,109.28,108.82
2000-02-14,109.07,108.05,108.91,108.96
2000-02-15,109.34,108.47,108.95,109.22
2000-02-16,109.66,108.89,109.23,109.44
2000-02-17,110.69,109.32,109.43,110.56
2000-02-18,111.28,110.27,110.55,111.09
2000-02-21,111.43,110.37,110.9,111.26
2000-02-22,111.73,110.57,111.34,110.69
2000-02-23,111.33,110.11,110.72,111.07
2000-02-24,111.51,110.58,111.08,111.37
2000-02-25,111.49,110.13,111.37,110.29
2000-02-28,110.42,108.4,110.17,109.45
2000-02-29,110.45,109.39,109.45,110.33
2000-03-01,110.33,106.59,110.3,107.28
2000-03-02,107.94,106.6,107.29,107.74
2000-03-03,108.08,107.32,107.75,107.9
2000-03-06,107.92,106.74,107.89,107.54
2000-03-07,108.12,105.82,107.53,106.12
2000-03-08,107.46,106.05,106.23,107.17
2000-03-09,107.35,106.21,107.17,106.53
2000-03-10,106.7,106.07,106.56,106.35
2000-03-13,106.7,104.82,106.42,105.52
2000-03-14,105.93,104.65,105.57,105.12
2000-03-15,106.25,104.75,105.13,105.69
2000-03-16,105.93,105.13,105.68,105.37
2000-03-17,106.78,105.35,105.38,106.73
2000-03-20,107.06,106.27,106.93,106.3
2000-03-21,107.18,106.24,106.31,106.78
2000-03-22,107.15,106.52,106.76,107.11
2000-03-23,107.78,106.99,107.11,107.24
2000-03-24,107.68,106.8,107.27,106.87
2000-03-27,107.14,106.62,106.86,106.79
2000-03-28,106.76,105.66,106.75,105.84
2000-03-29,106.3,105.01,105.85,105.69
2000-03-30,105.91,104.86,105.73,105.57
2000-03-31,106.08,102.07,105.59,102.78
2000-04-03,105.62,102.84,103.38,104.9
2000-04-04,105.73,104.19,104.89,105.16
2000-04-05,105.54,104.76,105.19,104.88
2000-04-06,105.13,104.6,104.87,104.77
2000-04-07,105.49,104.7,104.78,105.37
2000-04-10,106.78,105.3,105.48,106.44
2000-04-11,107.13,106.3,106.44,106.92
2000-04-12,106.98,105.31,106.92,105.78
2000-04-13,106.12,105.62,105.77,105.88
2000-04-14,106.18,104.72,105.89,104.74
2000-04-17,105.6,103.25,104.32,104.54
2000-04-18,105.15,104.07,104.51,104.74
2000-04-19,105.05,104.25,104.73,104.82
2000-04-20,105.79,104.52,104.89,105.77
2000-04-21,105.89,105.46,105.78,105.77
2000-04-24,106.02,105.09,105.83,105.78
2000-04-25,106.35,105.23,105.77,106.31
2000-04-26,106.76,105.52,106.27,106.27
2000-04-27,106.6,105.88,106.27,106.43
2000-04-28,108.26,106.37,106.43,108.18
2000-05-01,109.08,107.7,107.87,108.76
2000-05-02,108.94,108.25,108.77,108.41
2000-05-03,109.46,108.35,108.46,109.02
2000-05-04,109.61,107.72,109.06,108.03
2000-05-05,108.68,107.28,108.02,108.56
2000-05-08,109.2,108.33,108.68,109.0
2000-05-09,109.63,108.58,108.99,109.19
2000-05-10,109.6,108.65,109.21,109.53
2000-05-11,110.08,108.12,109.52,108.52
2000-05-12,109.06,107.65,108.53,108.47
2000-05-15,109.58,108.58,108.62,109.3
2000-05-16,109.88,108.71,109.32,109.66
2000-05-17,109.99,109.04,109.68,109.32
2000-05-18,109.44,108.46,109.32,108.65
2000-05-19,108.83,106.38,108.64,106.98
2000-05-22,107.45,106.7,107.12,107.14
2000-05-23,107.3,106.42,107.15,106.42
2000-05-24,107.97,106.41,106.42,107.8
2000-05-25,108.0,107.3,107.76,107.35
2000-05-26,107.85,106.65,107.35,107.15
2000-05-29,107.38,106.72,107.01,107.04
2000-05-30,107.07,106.06,107.03,106.55
2000-05-31,107.93,106.23,106.62,107.66
2000-06-01,108.98,107.62,107.67,108.52
2000-06-02,109.1,107.69,108.53,108.03
2000-06-05,108.3,107.28,108.07,107.33
2000-06-06,107.63,105.27,107.36,105.8
2000-06-07,106.22,105.15,105.79,105.32
2000-06-08,106.2,105.33,105.33,105.84
2000-06-09,106.98,105.85,105.85,106.91
2000-06-12,107.2,106.36,106.83,106.85
2000-06-13,107.0,106.22,106.88,106.93
2000-06-14,107.15,106.28,106.93,106.63
2000-06-15,106.72,105.9,106.64,106.46
2000-06-16,106.59,106.04,106.46,106.41
2000-06-19,106.51,105.61,106.48,105.91
2000-06-20,105.9,105.21,105.89,105.53
2000-06-21,105.66,105.15,105.53,105.55
2000-06-22,105.67,104.16,105.53,104.57
2000-06-23,104.9,103.93,104.6,104.75
2000-06-26,105.78,104.29,104.61,105.66
2000-06-27,105.9,105.27,105.63,105.36
2000-06-28,105.79,105.27,105.27,105.57
2000-06-29,105.52,104.43,105.5,105.32
2000-06-30,106.38,104.76,105.33,106.12
2000-07-03,106.46,105.62,106.05,105.69
2000-07-04,106.53,105.28,105.7,106.1
2000-07-05,107.19,105.8,106.19,106.96
2000-07-06,107.51,106.82,106.94,107.44
2000-07-07,107.95,107.22,107.45,107.91
2000-07-10,107.91,106.66,107.86,107.01
2000-07-11,107.17,106.63,107.02,107.12
2000-07-12,108.45,107.05,107.13,108.09
2000-07-13,108.38,106.99,108.08,108.13
2000-07-14,108.41,107.7,108.09,107.72
2000-07-17,108.79,107.29,107.81,108.0
2000-07-18,108.42,107.65,108.07,108.14
2000-07-19,108.37,107.77,108.13,108.29
2000-07-20,108.28,107.32,108.28,107.67
2000-07-21,109.16,107.42,107.65,108.92
2000-07-24,109.12,108.47,108.85,108.78
2000-07-25,109.3,108.58,108.8,109.12
2000-07-26,109.39,108.94,109.12,109.19
2000-07-27,109.34,108.74,109.18,109.16
2000-07-28,109.79,108.54,109.16,109.59
2000-07-31,109.8,109.15,109.58,109.43
2000-08-01,109.77,108.92,109.32,109.33
2000-08-02,109.44,108.25,109.31,108.99
2000-08-03,109.14,107.94,108.9,108.33
2000-08-04,108.71,108.06,108.34,108.65
2000-08-07,109.19,108.47,108.56,109.1
2000-08-08,109.26,108.33,109.08,108.62
2000-08-09,108.72,107.78,108.56,107.82
2000-08-10,108.99,107.45,107.83,108.66
2000-08-11,108.91,108.31,108.69,108.53
2000-08-14,109.61,108.48,108.63,109.43
2000-08-15,109.64,108.89,109.45,109.02
2000-08-16,109.38,108.34,109.0,108.54
2000-08-17,108.65,108.26,108.53,108.53
2000-08-18,109.14,108.1,108.57,108.41
2000-08-21,108.77,107.82,108.3,108.7
2000-08-22,108.71,108.13,108.71,108.32
2000-08-23,108.44,106.86,108.3,106.96
2000-08-24,107.38,106.57,106.98,106.85
2000-08-25,107.29,106.68,106.86,106.86
2000-08-28,106.94,106.11,106.81,106.53
2000-08-29,106.73,106.01,106.48,106.05
2000-08-30,106.7,105.92,106.11,106.44
2000-08-31,106.87,106.27,106.41,106.67
2000-09-01,106.74,105.57,106.7,106.0
2000-09-04,105.97,105.6,105.95,105.87
2000-09-05,106.55,105.77,105.88,105.84
2000-09-06,106.13,105.55,105.82,105.89
2000-09-07,106.45,104.77,105.83,105.17
2000-09-08,106.27,105.07,105.17,106.12
2000-09-11,106.53,105.85,106.04,106.12
2000-09-12,107.03,106.05,106.14,106.83
2000-09-13,107.33,106.77,106.83,107.09
2000-09-14,107.68,106.9,107.09,107.58
2000-09-15,107.75,107.1,107.54,107.12
2000-09-18,107.21,106.7,107.13,106.9
2000-09-19,107.16,106.7,106.91,106.99
2000-09-20,107.4,106.42,106.96,106.53
2000-09-21,106.77,106.32,106.58,106.63
2000-09-22,108.13,106.5,106.66,107.92
2000-09-25,108.17,107.4,108.05,107.77
2000-09-26,107.79,107.17,107.72,107.59
2000-09-27,107.9,107.22,107.57,107.32
2000-09-28,107.75,107.22,107.31,107.63
2000-09-29,108.44,107.48,107.66,108.14
2000-10-02,108.97,108.06,108.06,108.83
2000-10-03,109.0,108.45,108.81,108.87
2000-10-04,109.44,108.59,108.82,109.28
2000-10-05,109.59,109.06,109.29,109.11
2000-10-06,109.18,108.67,109.12,108.81
2000-10-09,109.14,108.73,108.93,108.85
2000-10-10,108.89,107.65,108.77,107.75
2000-10-11,108.15,107.52,107.75,107.77
2000-10-12,108.14,107.34,107.77,107.7
2000-10-13,108.0,107.54,107.7,107.83
2000-10-16,108.36,107.5,107.83,108.05
2000-10-17,108.25,107.87,108.02,108.02
2000-10-18,108.32,107.48,108.0,107.7
2000-10-19,108.58,107.58,107.69,108.45
2000-10-20,109.17,108.26,108.46,108.85
2000-10-23,109.06,108.18,108.95,108.24
2000-10-24,108.45,107.71,108.19,107.75
2000-10-25,108.27,107.64,107.73,108.22
2000-10-26,108.61,107.94,108.2,108.34
2000-10-27,108.82,108.22,108.28,108.65
2000-10-30,109.01,108.43,108.72,108.98
2000-10-31,109.29,108.73,108.97,108.84
2000-11-01,109.02,108.13,108.84,108.17
2000-11-02,108.44,107.98,108.17,108.22
2000-11-03,108.3,106.87,108.16,107.08
2000-11-06,107.57,106.89,107.29,107.44
2000-11-07,107.5,106.94,107.41,107.07
2000-11-08,107.83,106.93,107.08,107.25
2000-11-09,107.81,107.1,107.24,107.44
2000-11-10,107.99,107.35,107.38,107.87
2000-11-13,108.09,107.4,108.0,107.69
2000-11-14,108.21,107.53,107.67,108.17
2000-11-15,108.94,108.02,108.15,108.78
2000-11-16,109.12,108.69,108.74,108.94
2000-11-17,108.96,108.62,108.9,108.77
2000-11-20,110.33,108.79,108.79,109.88
2000-11-21,110.43,109.64,109.88,110.07
2000-11-22,110.31,109.52,109.97,110.15
2000-11-23,110.39,110.03,110.11,110.22
2000-11-24,111.43,110.13,110.22,111.28
2000-11-27,111.5,110.51,111.14,110.57
2000-11-28,110.81,110.05,110.67,110.17
2000-11-29,111.33,109.8,110.16,111.24
2000-11-30,111.37,110.32,111.24,110.38
2000-12-01,112.05,110.3,110.39,111.29
2000-12-04,111.45,110.47,111.45,111.12
2000-12-05,111.38,110.44,111.13,111.16
2000-12-06,111.18,110.16,111.15,110.19
2000-12-07,110.82,110.17,110.19,110.53
2000-12-08,111.45,110.46,110.56,111.04
2000-12-11,111.43,110.57,111.41,110.79
2000-12-12,111.72,110.68,110.77,111.44
2000-12-13,112.73,111.34,111.44,112.27
2000-12-14,112.82,111.89,112.26,111.91
2000-12-15,112.69,111.85,111.89,112.58
2000-12-18,112.75,111.91,112.55,112.24
2000-12-19,112.59,111.83,112.23,112.41
2000-12-20,113.05,112.37,112.42,112.77
2000-12-21,113.17,111.89,112.77,112.27
2000-12-22,112.95,112.04,112.27,112.88
2000-12-25,113.01,112.72,112.88,112.95
2000-12-26,113.69,112.92,112.94,113.57
2000-12-27,114.4,113.55,113.59,114.14
2000-12-28,114.9,114.12,114.14,114.33
2000-12-29,115.06,114.18,114.28,114.41
2001-01-01,114.44,114.3,114.44,114.36
2001-01-02,115.08,114.24,114.38,114.36
2001-01-03,114.68,113.55,114.35,113.58
2001-01-04,115.81,113.55,113.59,115.55
2001-01-05,116.9,115.5,115.55,116.53
2001-01-08,116.64,115.67,116.58,116.16
2001-01-09,116.93,115.65,116.13,116.88
2001-01-10,117.17,115.8,116.9,116.43
2001-01-11,117.84,116.32,116.41,117.81
2001-01-12,118.55,117.44,117.81,118.55
2001-01-15,119.39,118.23,118.44,118.99
2001-01-16,119.17,117.12,118.96,117.72
2001-01-17,118.97,116.94,117.71,118.88
2001-01-18,119.9,117.65,118.86,118.14
2001-01-19,118.31,116.95,118.13,117.18
2001-01-22,117.27,116.16,117.01,116.41
2001-01-23,117.43,116.27,116.42,116.73
2001-01-24,118.46,116.53,116.78,117.73
2001-01-25,118.14,116.37,117.71,116.79
2001-01-26,117.56,116.37,116.81,117.18
2001-01-29,117.75,116.19,117.6,116.76
2001-01-30,116.93,115.64,116.76,115.86
2001-01-31,116.7,115.63,115.84,116.57
2001-02-01,116.76,115.28,116.57,115.59
2001-02-02,115.93,114.91,115.59,115.75
2001-02-05,116.07,114.63,115.71,114.77
2001-02-06,115.29,114.36,114.77,114.78
2001-02-07,116.39,114.67,114.8,116.23
2001-02-08,116.78,115.87,116.27,116.78
2001-02-09,117.77,116.35,116.75,117.5
2001-02-12,117.96,117.36,117.67,117.41
2001-02-13,117.63,116.55,117.38,116.82
2001-02-14,116.9,116.11,116.78,116.31
2001-02-15,116.45,115.36,116.31,115.5
2001-02-16,115.91,114.57,115.52,115.73
2001-02-19,116.2,115.62,116.08,116.03
2001-02-20,116.22,115.24,116.0,115.67
2001-02-21,116.84,115.35,115.67,116.56
2001-02-22,117.16,115.85,116.54,117.08
2001-02-23,117.17,115.65,117.08,115.8
2001-02-26,116.76,115.65,115.76,116.47
2001-02-27,116.59,115.95,116.47,116.24
2001-02-28,117.53,115.9,116.23,117.37
2001-03-01,117.57,117.04,117.36,117.4
2001-03-02,119.3,117.32,117.38,119.01
2001-03-05,119.75,118.66,119.26,119.18
2001-03-06,119.26,118.29,119.17,118.75
2001-03-07,120.21,118.61,118.7,119.88
2001-03-08,120.43,119.34,119.88,119.74
2001-03-09,119.87,119.11,119.71,119.53
2001-03-12,120.69,119.44,119.48,120.57
2001-03-13,120.62,119.6,120.55,119.69
2001-03-14,121.2,119.32,119.72,121.03
2001-03-15,122.55,120.53,121.0,122.34
2001-03-16,123.16,121.86,122.35,123.03
2001-03-19,123.57,122.04,123.05,122.83
2001-03-20,122.99,122.05,122.85,122.19
2001-03-21,123.9,121.99,122.18,123.49
2001-03-22,124.28,123.02,123.49,123.52
2001-03-23,123.79,122.51,123.52,122.76
2001-03-26,123.78,122.38,122.78,122.57
2001-03-27,123.28,121.65,122.54,122.25
2001-03-28,122.73,121.43,122.25,122.38
2001-03-29,123.78,122.16,122.35,123.67
2001-03-30,126.34,123.25,123.66,126.34
2001-04-02,126.84,125.68,126.42,126.8
2001-04-03,126.83,125.24,126.81,125.52
2001-04-04,126.3,124.85,125.47,125.33
2001-04-05,125.52,123.54,125.32,124.01
2001-04-06,125.55,123.76,124.02,123.77
2001-04-09,125.45,123.96,124.11,125.13
2001-04-10,125.43,124.23,125.13,124.45
2001-04-11,124.95,123.85,124.47,124.79
2001-04-12,124.98,122.9,124.79,123.59
2001-04-13,124.45,123.56,123.61,124.2
2001-04-16,124.95,124.12,124.12,124.34
2001-04-17,124.72,123.08,124.34,123.36
2001-04-18,123.6,122.05,123.34,122.05
2001-04-19,122.4,120.9,122.06,120.94
2001-04-20,122.71,120.91,120.93,122.54
2001-04-23,122.53,121.15,121.91,121.25
2001-04-24,122.31,121.15,121.25,122.25
2001-04-25,122.68,121.97,122.29,122.11
2001-04-26,123.56,121.8,122.08,123.17
2001-04-27,124.33,123.13,123.26,124.0
2001-04-30,124.21,123.3,124.06,123.48
2001-05-01,123.69,121.88,123.49,121.98
2001-05-02,122.53,121.28,122.09,121.44
2001-05-03,121.81,120.75,121.48,121.36
2001-05-04,121.46,120.61,121.37,121.35
2001-05-07,121.83,120.93,121.32,121.13
2001-05-08,122.12,120.83,121.15,121.29
2001-05-09,122.44,121.23,121.27,122.27
2001-05-10,122.74,122.03,122.28,122.58
2001-05-11,122.82,121.79,122.58,122.51
2001-05-14,123.38,122.43,122.47,123.35
2001-05-15,123.66,123.09,123.31,123.32
2001-05-16,124.05,123.11,123.33,123.44
2001-05-17,123.48,122.44,123.44,122.58
2001-05-18,123.79,122.47,122.57,123.5
2001-05-21,123.77,122.55,123.65,122.65
2001-05-22,123.31,122.42,122.59,122.89
2001-05-23,122.9,119.37,122.89,120.15
2001-05-24,120.43,118.8,120.16,119.83
2001-05-25,120.81,119.8,119.85,120.65
2001-05-28,121.2,120.46,120.48,121.08
2001-05-29,121.38,119.99,121.1,120.26
2001-05-30,120.62,119.93,120.25,120.35
2001-05-31,120.6,118.53,120.35,119.23
2001-06-01,119.33,118.28,119.25,119.24
2001-06-04,119.86,118.85,119.18,119.28
2001-06-05,120.42,118.7,119.29,120.24
2001-06-06,120.84,120.13,120.25,120.16
2001-06-07,120.31,119.63,120.17,120.15
2001-06-08,121.0,120.07,120.15,120.94
2001-06-11,122.06,120.86,120.9,121.91
2001-06-12,122.07,121.57,121.93,121.7
2001-06-13,122.44,121.55,121.71,122.12
2001-06-14,122.25,121.24,122.1,121.34
2001-06-15,123.25,120.86,121.34,122.93
2001-06-18,123.5,122.77,122.99,123.27
2001-06-19,123.8,122.68,123.25,122.85
2001-06-20,124.03,122.57,122.88,123.83
2001-06-21,124.64,123.68,123.82,124.6
2001-06-22,124.74,123.84,124.6,124.5
2001-06-25,124.5,123.71,124.22,123.81
2001-06-26,124.01,123.31,123.85,123.79
2001-06-27,124.45,123.7,123.78,124.34
2001-06-28,124.97,124.2,124.32,124.78
2001-06-29,124.9,123.77,124.78,124.65
2001-07-02,124.98,124.08,124.7,124.12
2001-07-03,124.58,123.66,124.1,124.4
2001-07-04,125.03,124.26,124.4,124.45
2001-07-05,125.81,124.4,124.48,125.68
2001-07-06,126.11,125.48,125.7,125.87
2001-07-09,125.98,125.24,125.72,125.33
2001-07-10,125.89,125.23,125.32,125.42
2001-07-11,125.76,123.88,125.37,124.31
2001-07-12,124.52,123.52,124.34,123.89
2001-07-13,125.01,123.8,123.9,124.94
2001-07-16,125.55,124.7,124.7,125.46
2001-07-17,125.67,124.75,125.45,124.96
2001-07-18,125.45,123.8,124.95,123.89
2001-07-19,124.19,123.24,123.86,123.33
2001-07-20,123.77,122.73,123.34,122.98
2001-07-23,124.48,123.06,123.06,124.4
2001-07-24,124.48,123.86,124.41,124.09
2001-07-25,124.48,123.41,124.09,123.53
2001-07-26,124.08,123.15,123.52,123.76
2001-07-27,124.12,123.23,123.75,123.53
2001-07-30,125.37,123.23,123.23,125.14
2001-07-31,125.25,124.67,125.15,125.0
2001-08-01,125.21,124.47,125.0,124.63
2001-08-02,124.7,123.55,124.63,123.7
2001-08-03,124.02,123.33,123.71,123.66
2001-08-06,124.27,123.6,123.68,123.9
2001-08-07,124.17,123.43,123.9,123.54
2001-08-08,123.72,122.82,123.55,123.61
2001-08-09,123.97,121.41,123.6,121.91
2001-08-10,122.61,121.76,121.92,122.01
2001-08-13,122.56,121.41,121.96,122.49
2001-08-14,123.19,121.2,122.46,121.75
2001-08-15,121.94,119.09,121.74,119.58
2001-08-16,120.42,119.28,119.59,120.38
2001-08-17,120.78,120.09,120.4,120.24
2001-08-20,120.88,120.1,120.28,120.74
2001-08-21,120.95,119.51,120.74,119.65
2001-08-22,120.58,119.38,119.54,120.39
2001-08-23,120.68,119.63,120.39,119.87
2001-08-24,120.37,119.55,119.87,120.03
2001-08-27,120.5,119.83,120.15,119.91
2001-08-28,120.79,119.74,119.9,120.06
2001-08-29,120.31,119.11,120.03,120.13
2001-08-30,120.25,119.21,120.19,119.4
2001-08-31,119.53,118.49,119.39,118.79
2001-09-03,119.35,118.62,119.15,118.74
2001-09-04,119.64,118.61,118.75,119.33
2001-09-05,120.91,119.23,119.32,120.67
2001-09-06,121.53,120.62,120.67,120.8
2001-09-07,121.41,119.78,120.8,120.0
2001-09-10,121.15,119.81,120.18,121.04
2001-09-11,122.04,118.55,121.03,119.42
2001-09-12,119.9,118.64,119.48,119.52
2001-09-13,119.73,118.61,119.52,118.91
2001-09-14,119.18,116.92,118.88,117.35
2001-09-17,118.33,116.65,117.55,117.82
2001-09-18,118.25,117.1,117.81,117.26
2001-09-19,118.15,117.1,117.34,117.58
2001-09-20,117.69,115.84,117.6,116.38
2001-09-21,117.48,116.09,116.38,116.58
2001-09-24,117.65,116.32,116.85,117.55
2001-09-25,117.8,117.01,117.49,117.63
