,USDCAD Curncy,USDCAD Curncy,USDCAD Curncy,USDCAD Curncy
,high,low,open,last_price
1996-02-21,1.3833,1.3765,1.3812,1.3765
1996-02-22,1.3778000000000001,1.3743,1.377,1.3745
1996-02-23,1.3778000000000001,1.3735,1.3751,1.376
1996-02-26,1.3788,1.3735,1.3764,1.3743
1996-02-27,1.3755,1.3725,1.3738000000000001,1.375
1996-02-28,1.3777,1.3738000000000001,1.3749,1.3765
1996-02-29,1.379,1.3693,1.3768,1.3693
1996-03-01,1.3714,1.3668,1.3695,1.37
1996-03-04,1.373,1.3702,1.3702,1.3718
1996-03-05,1.3732,1.3682,1.3718,1.373
1996-03-06,1.3732,1.3676,1.3719999999999999,1.3679999999999999
1996-03-07,1.3745,1.3645,1.3674,1.3719999999999999
1996-03-08,1.375,1.3653,1.3728,1.3688
1996-03-11,1.3679999999999999,1.365,1.365,1.366
1996-03-12,1.3693,1.3627,1.3658000000000001,1.3685
1996-03-13,1.3695,1.366,1.3685,1.3679999999999999
1996-03-14,1.3695,1.3667,1.3675,1.3686
1996-03-15,1.3695,1.3626,1.3685,1.3639999999999999
1996-03-18,1.3647,1.3575,1.3637000000000001,1.3587
1996-03-19,1.3603,1.3558,1.3599999999999999,1.359
1996-03-20,1.3608,1.3585,1.3595,1.3599
1996-03-21,1.3628,1.3573,1.3599,1.3620999999999999
1996-03-22,1.3633,1.3609,1.361,1.3625
1996-03-25,1.3635,1.3588,1.3625,1.3627
1996-03-26,1.3648,1.3614,1.3627,1.362
1996-03-27,1.3652,1.3595,1.3595,1.3638
1996-03-28,1.366,1.3626,1.3638,1.3635
1996-03-29,1.3648,1.3561,1.3635,1.3595
1996-04-01,1.3578000000000001,1.3538000000000001,1.357,1.3545
1996-04-02,1.3559999999999999,1.3523,1.3523,1.3552
1996-04-03,1.3588,1.3553,1.3559999999999999,1.3580999999999999
1996-04-04,1.3587,1.3568,1.3575,1.3578000000000001
1996-04-05,1.3578000000000001,1.3556,1.3578000000000001,1.3568
1996-04-08,1.3584,1.3561,1.3565,1.3583
1996-04-09,1.3597000000000001,1.3543,1.358,1.3586
1996-04-10,1.3599999999999999,1.3563,1.3599999999999999,1.3565
1996-04-11,1.3571,1.3549,1.357,1.3568
1996-04-12,1.3571,1.3555,1.3559,1.3566
1996-04-15,1.3565,1.3549,1.3555,1.3559
1996-04-16,1.359,1.3555,1.3558,1.359
1996-04-17,1.3591,1.3555,1.3575,1.3569
1996-04-18,1.3641,1.3558,1.357,1.3635
1996-04-19,1.3653,1.3609,1.3615,1.3625
1996-04-22,1.3638,1.3599,1.3618999999999999,1.3631
1996-04-23,1.3637000000000001,1.3613,1.3636,1.362
1996-04-24,1.3683,1.3559999999999999,1.362,1.365
1996-04-25,1.366,1.3622,1.3645,1.3628
1996-04-26,1.3637000000000001,1.3599999999999999,1.3620999999999999,1.361
1996-04-29,1.3642,1.3607,1.361,1.3622
1996-04-30,1.3627,1.3595,1.3599999999999999,1.3616
1996-05-01,1.3626,1.359,1.359,1.3609
1996-05-02,1.3631,1.3578999999999999,1.3585,1.3625
1996-05-03,1.3656,1.3618999999999999,1.3635,1.3656
1996-05-06,1.3665,1.3642,1.3642,1.3654
1996-05-07,1.3668,1.3625,1.3626,1.3643
1996-05-08,1.3691,1.362,1.362,1.366
1996-05-09,1.3679000000000001,1.3645,1.3655,1.367
1996-05-10,1.371,1.3657,1.367,1.3705
1996-05-13,1.3747,1.3645,1.373,1.3655
1996-05-14,1.3718,1.3644,1.3655,1.3687
1996-05-15,1.37,1.3666,1.3682,1.3682
1996-05-16,1.3698000000000001,1.3669,1.3679000000000001,1.3694
1996-05-17,1.3718,1.3686,1.3695,1.3693
1996-05-20,1.375,1.3693,1.37,1.3721999999999999
1996-05-21,1.373,1.3703,1.3723,1.3724
1996-05-22,1.3733,1.3715,1.3719999999999999,1.3723
1996-05-23,1.3764,1.3689,1.3719999999999999,1.3748
1996-05-24,1.3775,1.3734,1.3745,1.3735
1996-05-27,1.376,1.3733,1.376,1.3738000000000001
1996-05-28,1.3768,1.3724,1.3735,1.3767
1996-05-29,1.3768,1.3712,1.3755,1.3727
1996-05-30,1.3732,1.3676,1.3719999999999999,1.3697
1996-05-31,1.3723,1.3688,1.3705,1.3688
1996-06-03,1.3697,1.3677000000000001,1.369,1.3686
1996-06-04,1.3697,1.3679999999999999,1.3695,1.3684
1996-06-05,1.3698000000000001,1.3651,1.369,1.3659
1996-06-06,1.3671,1.3637000000000001,1.3655,1.3648
1996-06-07,1.3671,1.3637000000000001,1.3645,1.3646
1996-06-10,1.365,1.3625,1.3645,1.3637000000000001
1996-06-11,1.3658000000000001,1.3633,1.3639999999999999,1.3655
1996-06-12,1.3673,1.365,1.365,1.3673
1996-06-13,1.3697,1.3665,1.3665,1.3678
1996-06-14,1.3711,1.3641,1.3679999999999999,1.3653
1996-06-17,1.3678,1.3641,1.3655,1.3678
1996-06-18,1.369,1.366,1.3665,1.3688
1996-06-19,1.3699,1.367,1.3685,1.3673
1996-06-20,1.3683,1.3664,1.3679999999999999,1.3667
1996-06-21,1.3677000000000001,1.3638,1.3669,1.3645
1996-06-24,1.3651,1.3587,1.3639999999999999,1.3599999999999999
1996-06-25,1.3599999999999999,1.357,1.359,1.3587
1996-06-26,1.3615,1.358,1.3595,1.3601
1996-06-27,1.3636,1.3599999999999999,1.361,1.3636
1996-06-28,1.3665,1.3624,1.3629,1.3636
1996-07-01,1.3645,1.3623,1.3642,1.3634
1996-07-02,1.3643,1.3593,1.3625,1.3597000000000001
1996-07-03,1.3615,1.3594,1.3599999999999999,1.3605
1996-07-04,1.3606,1.3585,1.3599999999999999,1.3592
1996-07-05,1.3696,1.3585,1.3585,1.3679999999999999
1996-07-08,1.3713,1.3679999999999999,1.369,1.3703
1996-07-09,1.3719000000000001,1.3673,1.37,1.3673
1996-07-10,1.3695,1.3671,1.3675,1.3676
1996-07-11,1.3708,1.3675,1.3683,1.3706
1996-07-12,1.3719999999999999,1.3689,1.3699,1.3695
1996-07-15,1.3712,1.3679000000000001,1.3685,1.3712
1996-07-16,1.3743,1.3688,1.3688,1.3694
1996-07-17,1.3736,1.3682,1.369,1.3729
1996-07-18,1.3743,1.3648,1.373,1.3648
1996-07-19,1.3691,1.3651,1.3655,1.3666
1996-07-22,1.3693,1.3655,1.3665,1.369
1996-07-23,1.3725,1.3693,1.3695,1.3715
1996-07-24,1.3733,1.3704,1.3704,1.3712
1996-07-25,1.3763,1.3707,1.3715,1.3763
1996-07-26,1.3763,1.3733,1.3755,1.3751
1996-07-29,1.3748,1.3718,1.3745,1.373
1996-07-30,1.3751,1.3708,1.3708,1.3742
1996-07-31,1.3753,1.373,1.373,1.3752
1996-08-01,1.3753,1.3691,1.3747,1.3744
1996-08-02,1.377,1.3725,1.3745,1.3746
1996-08-05,1.3761,1.3732,1.375,1.3761
1996-08-06,1.3771,1.3728,1.376,1.3736
1996-08-07,1.3748,1.3717,1.374,1.3726
1996-08-08,1.3725,1.3695,1.3719999999999999,1.3709
1996-08-09,1.3749,1.3688,1.3693,1.3703
1996-08-12,1.3718,1.369,1.3703,1.3715
1996-08-13,1.3751,1.3709,1.3715,1.374
1996-08-14,1.3753,1.3733,1.374,1.3745
1996-08-15,1.3785,1.3743,1.3745,1.3744
1996-08-16,1.3745,1.3725,1.3735,1.3738000000000001
1996-08-19,1.375,1.3724,1.3735,1.3725
1996-08-20,1.3744,1.3725,1.374,1.3739
1996-08-21,1.3747,1.3735,1.374,1.3744
1996-08-22,1.3758,1.3678,1.374,1.3692
1996-08-23,1.3708,1.3693,1.3695,1.3708
1996-08-26,1.3712,1.3698000000000001,1.3705,1.3705
1996-08-27,1.3713,1.367,1.3695,1.3687
1996-08-28,1.3682,1.3656,1.3679999999999999,1.3657
1996-08-29,1.3675,1.3655,1.3655,1.3671
1996-08-30,1.3688,1.3665,1.3665,1.3682
1996-09-02,1.3695,1.3683,1.3685,1.3694
1996-09-03,1.3707,1.3676,1.3676,1.3700999999999999
1996-09-04,1.3705,1.3693,1.3699,1.3696
1996-09-05,1.3733,1.3687,1.3693,1.3732
1996-09-06,1.3748,1.3706,1.3726,1.3732
1996-09-09,1.374,1.3700999999999999,1.3711,1.3703
1996-09-10,1.3715,1.3692,1.3713,1.3705
1996-09-11,1.3723,1.3705,1.3705,1.3713
1996-09-12,1.373,1.3702,1.3715,1.3717
1996-09-13,1.3725,1.369,1.3715,1.3697
1996-09-16,1.371,1.3693,1.3703,1.3706
1996-09-17,1.3716,1.3700999999999999,1.371,1.3709
1996-09-18,1.3723,1.3708,1.3711,1.3718
1996-09-19,1.3719999999999999,1.3697,1.3699,1.3705
1996-09-20,1.3705,1.3668,1.3699,1.3673
1996-09-23,1.3677000000000001,1.3660999999999999,1.3673,1.3671
1996-09-24,1.3685,1.365,1.3672,1.367
1996-09-25,1.3672,1.3658000000000001,1.3665,1.3664
1996-09-26,1.3684,1.3656,1.3675,1.3679000000000001
1996-09-27,1.3685,1.3628,1.3675,1.3628
1996-09-30,1.3639999999999999,1.3616,1.3628,1.3616
1996-10-01,1.3635,1.359,1.3627,1.3593
1996-10-02,1.3624,1.3589,1.3599999999999999,1.3596
1996-10-03,1.3618000000000001,1.3596,1.361,1.3603
1996-10-04,1.3616,1.3538000000000001,1.3606,1.3551
1996-10-07,1.3558,1.3519999999999999,1.3553,1.3534
1996-10-08,1.3549,1.3511,1.3511,1.354
1996-10-09,1.3555,1.3519999999999999,1.3519999999999999,1.3529
1996-10-10,1.3525,1.3489,1.3507,1.3511
1996-10-11,1.3562,1.351,1.3516,1.3528
1996-10-14,1.353,1.3505,1.3505,1.3523
1996-10-15,1.3547,1.3522,1.3528,1.3544
1996-10-16,1.3564,1.3527,1.3548,1.3548
1996-10-17,1.3569,1.3515,1.3553,1.3515
1996-10-18,1.3528,1.3475,1.3522,1.3491
1996-10-21,1.351,1.346,1.3487,1.3466
1996-10-22,1.3488,1.3439999999999999,1.3473,1.3458
1996-10-23,1.3473,1.3427,1.3453,1.3437999999999999
1996-10-24,1.3464,1.3434,1.3443,1.3462
1996-10-25,1.3466,1.3431,1.346,1.3456000000000001
1996-10-28,1.3457,1.3432,1.3457,1.3453
1996-10-29,1.3475,1.3441,1.3451,1.3441
1996-10-30,1.3451,1.3403,1.3451,1.341
1996-10-31,1.3414,1.3378999999999999,1.34,1.3387
1996-11-01,1.3387,1.3336000000000001,1.3377,1.3336999999999999
1996-11-04,1.3364,1.3328,1.3338,1.3363
1996-11-05,1.3373,1.3296000000000001,1.3361,1.3312
1996-11-06,1.3329,1.3295,1.33,1.3298
1996-11-07,1.336,1.3283,1.3335,1.329
1996-11-08,1.3323,1.3286,1.3292,1.3314
1996-11-11,1.3346,1.3315000000000001,1.3317999999999999,1.334
1996-11-12,1.3355000000000001,1.3319,1.3336999999999999,1.3327
1996-11-13,1.3348,1.3323,1.3338999999999999,1.334
1996-11-14,1.3374,1.3336000000000001,1.334,1.3364
1996-11-15,1.3408,1.3354,1.337,1.339
1996-11-18,1.3445,1.3373,1.3388,1.3437999999999999
1996-11-19,1.3444,1.3401,1.3433,1.3401
1996-11-20,1.3429,1.3385,1.3417,1.3393
1996-11-21,1.3403,1.3373,1.3389,1.3395000000000001
1996-11-22,1.3418,1.3378999999999999,1.3397000000000001,1.3405
1996-11-25,1.3434,1.3391,1.3413,1.3411
1996-11-26,1.3439999999999999,1.3411,1.3425,1.3434
1996-11-27,1.3474,1.3418,1.3431,1.3474
1996-11-28,1.35,1.3458,1.3467,1.3481
1996-11-29,1.3518,1.3465,1.347,1.3511
1996-12-02,1.3537,1.3495,1.3508,1.3511
1996-12-03,1.3513,1.3468,1.3505,1.3504
1996-12-04,1.3547,1.3484,1.3484,1.3546
1996-12-05,1.3615,1.3517000000000001,1.3548,1.357
1996-12-06,1.3639999999999999,1.3553,1.3553,1.3593
1996-12-09,1.3605,1.3547,1.3595,1.3553
1996-12-10,1.3587,1.3538000000000001,1.3553,1.3586
1996-12-11,1.3645,1.357,1.3588,1.3608
1996-12-12,1.3615,1.3558,1.361,1.3593
1996-12-13,1.3638,1.3574,1.359,1.3638
1996-12-16,1.3678,1.3618999999999999,1.3634,1.3669
1996-12-17,1.3718,1.3628,1.3667,1.3632
1996-12-18,1.3685,1.3629,1.3639999999999999,1.3673
1996-12-19,1.3708,1.3655,1.367,1.3667
1996-12-20,1.3691,1.3668,1.3684,1.3685
1996-12-23,1.3688,1.365,1.3679999999999999,1.3664
1996-12-24,1.3678,1.3616,1.3666,1.3616
1996-12-25,1.3667,1.3648,1.3667,1.3648
1996-12-26,1.3667,1.3636,1.365,1.3638
1996-12-27,1.3703,1.363,1.3643,1.3678
1996-12-30,1.3706,1.3667,1.3684,1.3706
1996-12-31,1.3725,1.3679000000000001,1.3679000000000001,1.3705
1997-01-01,1.3713,1.3705,1.3713,1.3705
1997-01-02,1.3766,1.3692,1.3692,1.376
1997-01-03,1.3783,1.3695,1.3765,1.3703
1997-01-06,1.3729,1.3637000000000001,1.37,1.3656
1997-01-07,1.3693,1.3555,1.3656,1.3555
1997-01-08,1.3573,1.3493,1.3563,1.3523
1997-01-09,1.3555,1.3497,1.3518,1.3529
1997-01-10,1.3538000000000001,1.3467,1.3527,1.3483
1997-01-13,1.3497,1.3467,1.3493,1.3474
1997-01-14,1.3535,1.3479999999999999,1.3487,1.3503
1997-01-15,1.3518,1.3409,1.3517000000000001,1.3426
1997-01-16,1.343,1.3376000000000001,1.3426,1.341
1997-01-17,1.3429,1.3375,1.3429,1.3408
1997-01-20,1.3437999999999999,1.3356,1.341,1.3388
1997-01-21,1.34,1.3357999999999999,1.3368,1.3365
1997-01-22,1.3412,1.334,1.3385,1.3385
1997-01-23,1.3453,1.3376000000000001,1.3385,1.3442
1997-01-24,1.3498,1.3433,1.3441,1.349
1997-01-27,1.3474,1.3432,1.3457,1.3433
1997-01-28,1.3455,1.3383,1.3443,1.3405
1997-01-29,1.3472,1.3388,1.3429,1.346
1997-01-30,1.3489,1.3446,1.3467,1.3473
1997-01-31,1.3508,1.3463,1.3485,1.3472
1997-02-03,1.3468,1.3423,1.346,1.3447
1997-02-04,1.345,1.3406,1.345,1.3441
1997-02-05,1.3466,1.3421,1.3444,1.3449
1997-02-06,1.3508,1.345,1.3455,1.3508
1997-02-07,1.3529,1.3475,1.3515,1.3505
1997-02-10,1.3555,1.3505,1.3519,1.3546
1997-02-11,1.3563,1.3532,1.354,1.3559999999999999
1997-02-12,1.3577,1.354,1.3562,1.3558
1997-02-13,1.3568,1.3504,1.3556,1.3518
1997-02-14,1.3522,1.3488,1.3516,1.3494
1997-02-17,1.3525,1.3486,1.3493,1.3519
1997-02-18,1.3578999999999999,1.3517000000000001,1.3518,1.354
1997-02-19,1.3608,1.3536000000000001,1.3538000000000001,1.3604
1997-02-20,1.3618999999999999,1.3565,1.3607,1.3613
1997-02-21,1.3644,1.3589,1.3613,1.3643
1997-02-24,1.3648,1.3614,1.3643,1.3622
1997-02-25,1.3633,1.3592,1.3627,1.3599
1997-02-26,1.3675,1.3578000000000001,1.3598,1.3668
1997-02-27,1.3695,1.3653,1.367,1.369
1997-02-28,1.3698000000000001,1.3657,1.3684,1.3681
1997-03-03,1.3688,1.3645,1.3683,1.3669
1997-03-04,1.3708,1.3665,1.3668,1.3697
1997-03-05,1.37,1.367,1.3694,1.3688
1997-03-06,1.3684,1.3633,1.3683,1.3649
1997-03-07,1.3708,1.3634,1.3648,1.3695
1997-03-10,1.3721,1.3693,1.3698000000000001,1.3716
1997-03-11,1.3719000000000001,1.3653,1.3717,1.3676
1997-03-12,1.369,1.3623,1.3675,1.3623
1997-03-13,1.3672,1.3598,1.3623,1.3659
1997-03-14,1.3663,1.363,1.366,1.3653
1997-03-17,1.3727,1.3637000000000001,1.3653,1.3704
1997-03-18,1.3745,1.3693,1.3705,1.3740999999999999
1997-03-19,1.3796,1.3728,1.3742,1.3776
1997-03-20,1.3808,1.3744,1.3776,1.3796
1997-03-21,1.3818,1.3768,1.3798,1.3786
1997-03-24,1.3798,1.3748,1.3793,1.3787
1997-03-25,1.3792,1.3757,1.379,1.3788
1997-03-26,1.3793,1.3721,1.379,1.3733
1997-03-27,1.3803,1.3727,1.3736,1.3785
1997-03-28,1.3813,1.3785,1.3785,1.3813
1997-03-31,1.3858,1.3798,1.3803,1.3841999999999999
1997-04-01,1.3902,1.3833,1.3841999999999999,1.3877
1997-04-02,1.3885,1.3837,1.387,1.3853
1997-04-03,1.3933,1.3838,1.3855,1.3928
1997-04-04,1.3938,1.3881999999999999,1.3927,1.3921000000000001
1997-04-07,1.3944,1.3862999999999999,1.3918,1.387
1997-04-08,1.3889,1.3855,1.3871,1.3885
1997-04-09,1.3906,1.3835,1.3883,1.3900000000000001
1997-04-10,1.3948,1.3896,1.3898,1.3948
1997-04-11,1.3991,1.3921000000000001,1.3938,1.3982
1997-04-14,1.3999,1.3966,1.3985,1.3997
1997-04-15,1.3999,1.3938,1.3998,1.3968
1997-04-16,1.4,1.3957,1.397,1.3976
1997-04-17,1.401,1.3963,1.3972,1.3999
1997-04-18,1.403,1.3980000000000001,1.3989,1.3995
1997-04-21,1.4001000000000001,1.3966,1.4,1.3987
1997-04-22,1.399,1.3947,1.3986,1.3954
1997-04-23,1.397,1.3918,1.3954,1.393
1997-04-24,1.3939,1.3908,1.3931,1.3928
1997-04-25,1.3980000000000001,1.3919000000000001,1.3928,1.3977
1997-04-28,1.4006,1.3967,1.3976,1.4003999999999999
1997-04-29,1.4021,1.3963,1.4003999999999999,1.3977
1997-04-30,1.399,1.3957,1.3975,1.3978
1997-05-01,1.3980000000000001,1.3869,1.3975,1.388
1997-05-02,1.3876,1.3803,1.3865,1.3803
1997-05-05,1.3829,1.3780000000000001,1.3794,1.3787
1997-05-06,1.3798,1.3764,1.3789,1.3785
1997-05-07,1.3831,1.3744,1.3784,1.3819
1997-05-08,1.3868,1.381,1.3817,1.3859
1997-05-09,1.3935,1.3837,1.3857,1.3913
1997-05-12,1.3933,1.3891,1.3918,1.3893
1997-05-13,1.3895,1.3853,1.3891,1.3862
1997-05-14,1.3902999999999999,1.3847,1.3862,1.3895
1997-05-15,1.3904,1.3708,1.3898,1.3725
1997-05-16,1.3746,1.3634,1.3728,1.3736
1997-05-19,1.3745,1.37,1.3728,1.3716
1997-05-20,1.3757,1.3660999999999999,1.3715,1.3669
1997-05-21,1.3694,1.3612,1.3667,1.3694
1997-05-22,1.3743,1.3687,1.3696,1.3737
1997-05-23,1.3772,1.3715,1.3736,1.3756
1997-05-26,1.3785,1.375,1.3756,1.3763
1997-05-27,1.3860000000000001,1.3751,1.3763,1.3860000000000001
1997-05-28,1.3868,1.3803,1.3864,1.3818
1997-05-29,1.3820000000000001,1.3774,1.3818,1.3808
1997-05-30,1.3834,1.3763,1.3806,1.377
1997-06-02,1.3795,1.3733,1.3761999999999999,1.3738000000000001
1997-06-03,1.3822999999999999,1.3717,1.374,1.3764
1997-06-04,1.3780999999999999,1.3740999999999999,1.3764,1.3768
1997-06-05,1.3778000000000001,1.375,1.3768,1.3775
1997-06-06,1.3853,1.3768,1.3772,1.3831
1997-06-09,1.3885,1.3835,1.3835,1.3881000000000001
1997-06-10,1.3887,1.3853,1.3881000000000001,1.3877
1997-06-11,1.3881000000000001,1.3854,1.388,1.3874
1997-06-12,1.3888,1.3807,1.3875,1.3837
1997-06-13,1.3835,1.3771,1.3829,1.3816
1997-06-16,1.3875,1.377,1.3812,1.3864
1997-06-17,1.389,1.385,1.3868,1.3865
1997-06-18,1.3941,1.3855,1.3866,1.3932
1997-06-19,1.3938,1.3864,1.3929,1.3875
1997-06-20,1.3932,1.3868,1.3877,1.3894
1997-06-23,1.3925,1.3872,1.3895,1.3885
1997-06-24,1.3925,1.3873,1.3883,1.391
1997-06-25,1.3961999999999999,1.3902,1.3915,1.3942999999999999
1997-06-26,1.3968,1.3769,1.3938,1.3822999999999999
1997-06-27,1.383,1.3788,1.3825,1.3803
1997-06-30,1.3820999999999999,1.3753,1.3808,1.3812
1997-07-01,1.3831,1.3793,1.3813,1.3798
1997-07-02,1.3818,1.3744,1.38,1.3753
1997-07-03,1.3788,1.3718,1.3753,1.3733
1997-07-04,1.3748,1.3723,1.3734,1.3748
1997-07-07,1.3788,1.3714,1.3743,1.3778000000000001
1997-07-08,1.3799000000000001,1.3735,1.3780000000000001,1.3738000000000001
1997-07-09,1.3748,1.3718,1.3745,1.3745
1997-07-10,1.375,1.3703,1.3748,1.3739
1997-07-11,1.374,1.3682,1.374,1.3702
1997-07-14,1.3706,1.367,1.3703,1.3698000000000001
1997-07-15,1.3715,1.3663,1.3693,1.3713
1997-07-16,1.3756,1.3702,1.371,1.374
1997-07-17,1.3784,1.3723,1.3733,1.3767
1997-07-18,1.379,1.3736,1.377,1.3745
1997-07-21,1.3777,1.3719000000000001,1.3745,1.3768
1997-07-22,1.3824,1.3758,1.3768,1.3793
1997-07-23,1.3841,1.3753,1.3794,1.3835
1997-07-24,1.384,1.38,1.3836,1.3818
1997-07-25,1.3858,1.3797,1.3819,1.3846
1997-07-28,1.3875,1.3843,1.3846,1.3855
1997-07-29,1.3862999999999999,1.3820999999999999,1.3855,1.3845
1997-07-30,1.3853,1.3801999999999999,1.3843,1.3808
1997-07-31,1.383,1.377,1.3807,1.3783
1997-08-01,1.3822,1.3773,1.3778000000000001,1.3815
1997-08-04,1.3815,1.3783,1.3811,1.3789
1997-08-05,1.3822,1.3780999999999999,1.3788,1.3805
1997-08-06,1.3878,1.3804,1.3804,1.3875
1997-08-07,1.3887,1.3865,1.3876,1.388
1997-08-08,1.3945,1.3860999999999999,1.3881000000000001,1.3906
1997-08-11,1.3945,1.389,1.3906,1.3928
1997-08-12,1.3958,1.3921999999999999,1.3931,1.3935
1997-08-13,1.3944,1.3888,1.3928,1.393
1997-08-14,1.3933,1.3894,1.3928,1.3908
1997-08-15,1.3913,1.387,1.3906,1.3908
1997-08-18,1.3907,1.3862,1.3906,1.389
1997-08-19,1.3954,1.3873,1.3886,1.3942999999999999
1997-08-20,1.3952,1.3917,1.3947,1.3917
1997-08-21,1.3963,1.3911,1.3917,1.3941
1997-08-22,1.397,1.391,1.3934,1.3919000000000001
1997-08-25,1.3925,1.3895,1.3914,1.3913
1997-08-26,1.3955,1.3904,1.3911,1.3935
1997-08-27,1.3965,1.3878,1.3933,1.389
1997-08-28,1.3895,1.3871,1.389,1.3891
1997-08-29,1.3905,1.3867,1.3892,1.3883
1997-09-01,1.3898,1.3862999999999999,1.3887,1.3874
1997-09-02,1.3884,1.3813,1.3883,1.3836
1997-09-03,1.3844,1.3822999999999999,1.3833,1.3838
1997-09-04,1.3860999999999999,1.3838,1.3839000000000001,1.3848
1997-09-05,1.3847,1.3805,1.3847,1.3813
1997-09-08,1.3834,1.3805,1.3822,1.3815
1997-09-09,1.3849,1.3813,1.3815,1.3843
1997-09-10,1.3876,1.3841,1.3843,1.3866
1997-09-11,1.3925,1.3866,1.3866,1.3921000000000001
1997-09-12,1.3938,1.3908,1.3927,1.3929
1997-09-15,1.3936,1.3893,1.393,1.3921999999999999
1997-09-16,1.3936,1.3877,1.3914,1.3878
1997-09-17,1.3894,1.3867,1.3874,1.3883
1997-09-18,1.3928,1.3878,1.3884,1.3918
1997-09-19,1.392,1.3883,1.3916,1.3888
1997-09-22,1.3893,1.3868,1.3888,1.3888
1997-09-23,1.3915,1.3874,1.3886,1.391
1997-09-24,1.3909,1.387,1.3906,1.3883
1997-09-25,1.3883,1.383,1.3875,1.3833
1997-09-26,1.3862999999999999,1.3828,1.3832,1.3843
1997-09-29,1.3860999999999999,1.3826,1.3848,1.3827
1997-09-30,1.3838,1.3788,1.3827,1.3819
1997-10-01,1.3825,1.3774,1.3815,1.3775
1997-10-02,1.3795,1.3728,1.3775,1.374
1997-10-03,1.375,1.3693,1.3742,1.3723
1997-10-06,1.3727,1.3698000000000001,1.3721999999999999,1.3726
1997-10-07,1.3737,1.3713,1.3725,1.3713
1997-10-08,1.3735,1.3692,1.3713,1.3728
1997-10-09,1.3764,1.3727,1.373,1.3739
1997-10-10,1.3804,1.3728,1.3734,1.3783
1997-10-13,1.381,1.3780000000000001,1.3783,1.3808
1997-10-14,1.3825,1.3786,1.3807,1.3817
1997-10-15,1.3875,1.3805,1.3815,1.3862
1997-10-16,1.3892,1.3852,1.3866,1.3865
1997-10-17,1.3873,1.3843,1.3866,1.3862999999999999
1997-10-20,1.3866,1.3844,1.3862999999999999,1.3845
1997-10-21,1.3908,1.3843,1.3847,1.3900000000000001
1997-10-22,1.3927,1.389,1.3901,1.3916
1997-10-23,1.3918,1.3868,1.3915,1.3909
1997-10-24,1.3931,1.3896,1.3906,1.3918
1997-10-27,1.407,1.3921999999999999,1.3923,1.4055
1997-10-28,1.4163999999999999,1.4003999999999999,1.4058,1.4006
1997-10-29,1.4035,1.3985,1.4012,1.4022999999999999
1997-10-30,1.4113,1.4020000000000001,1.4022000000000001,1.4089
1997-10-31,1.4102000000000001,1.4046,1.4095,1.4083
1997-11-03,1.4085,1.4022999999999999,1.4081000000000001,1.4053
1997-11-04,1.4073,1.4002,1.4052,1.4011
1997-11-05,1.4020000000000001,1.3972,1.401,1.3982999999999999
1997-11-06,1.4022999999999999,1.3963,1.4007,1.3989
1997-11-07,1.4136,1.3991,1.3992,1.4092
1997-11-10,1.41,1.4045,1.4093,1.4072
1997-11-11,1.4077,1.4033,1.4071,1.4077
1997-11-12,1.4102999999999999,1.407,1.4077,1.409
1997-11-13,1.4099,1.4071,1.409,1.409
1997-11-14,1.4137,1.4077,1.409,1.4129
1997-11-17,1.4198,1.4113,1.4127,1.4167
1997-11-18,1.4184999999999999,1.4133,1.4169,1.4141
1997-11-19,1.4169,1.4127,1.4139,1.416
1997-11-20,1.4222000000000001,1.4155,1.4162,1.4193
1997-11-21,1.4215,1.4157,1.4196,1.4179
1997-11-24,1.4219,1.4175,1.4176,1.421
1997-11-25,1.4229,1.415,1.4208,1.4176
1997-11-26,1.4252,1.4171,1.4176,1.4248
1997-11-27,1.4268,1.4237,1.4253,1.4248
1997-11-28,1.4258,1.4205,1.4248,1.4229
1997-12-01,1.4261,1.4223,1.4229,1.4224
1997-12-02,1.4239,1.4187,1.4223,1.4188
1997-12-03,1.4201,1.4166,1.4188,1.4195
1997-12-04,1.4238,1.4188,1.421,1.4223
1997-12-05,1.4243000000000001,1.4205999999999999,1.4222000000000001,1.4243000000000001
1997-12-08,1.4238,1.4205999999999999,1.4236,1.4214
1997-12-09,1.4233,1.4198,1.4208,1.4228
1997-12-10,1.4243999999999999,1.4216,1.4224999999999999,1.4243999999999999
1997-12-11,1.4292,1.4226,1.424,1.4275
1997-12-12,1.4282,1.4128,1.4276,1.4202
1997-12-15,1.4218,1.4184999999999999,1.42,1.4211
1997-12-16,1.4264999999999999,1.4205,1.4215,1.4258
1997-12-17,1.4255,1.4184999999999999,1.4248,1.4216
1997-12-18,1.4273,1.4205999999999999,1.4218,1.4268
1997-12-19,1.4358,1.4247,1.4264999999999999,1.4318
1997-12-22,1.4356,1.432,1.4322,1.4339
1997-12-23,1.4386,1.4337,1.4341,1.4382
1997-12-24,1.4395,1.4343,1.4381,1.4344999999999999
1997-12-25,1.4377,1.4344999999999999,1.4344999999999999,1.4344999999999999
1997-12-26,1.4359,1.4338,1.4346999999999999,1.4353
1997-12-29,1.4401,1.4353,1.4358,1.4395
1997-12-30,1.4418,1.4315,1.44,1.4324
1997-12-31,1.4344999999999999,1.4288,1.4325,1.4297
1998-01-01,1.4304999999999999,1.4291,1.4304999999999999,1.4295
1998-01-02,1.43,1.423,1.4296,1.4245999999999999
1998-01-05,1.4278,1.4233,1.425,1.4235
1998-01-06,1.4335,1.4231,1.4236,1.4317
